Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Note
"IG","Government Expenditure","203","Czechia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2016","2016","million USD","2140.47","consolidated General Government"
"IG","Government Expenditure","203","Czechia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2017","2017","million USD","2361.02","consolidated General Government"
"IG","Government Expenditure","203","Czechia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2018","2018","million USD","1243.95","consolidated General Government"
"IG","Government Expenditure","203","Czechia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2019","2019","million USD","1314.92","consolidated General Government"
"IG","Government Expenditure","203","Czechia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2020","2020","million USD","2806.81","consolidated General Government"
"IG","Government Expenditure","203","Czechia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2021","2021","million USD","3090.81","consolidated General Government"
"IG","Government Expenditure","203","Czechia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2022","2022","million USD","2860.92","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2001","2001","million USD","161.24","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2002","2002","million USD","279.55","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2003","2003","million USD","345.19","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2004","2004","million USD","297.28","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2005","2005","million USD","309.83","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2006","2006","million USD","339.18","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2007","2007","million USD","333.78","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2008","2008","million USD","483.51","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2009","2009","million USD","582","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2010","2010","million USD","426.91","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2011","2011","million USD","729.97","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2012","2012","million USD","674.5","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2013","2013","million USD","567.81","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2014","2014","million USD","602.59","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2015","2015","million USD","449.47","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2016","2016","million USD","462.14","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2017","2017","million USD","505.54","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2018","2018","million USD","566.13","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2019","2019","million USD","611.46","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2020","2020","million USD","641.87","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2021","2021","million USD","1257.4","consolidated General Government"
"IG","Government Expenditure","208","Denmark","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2022","2022","million USD","1061.66","consolidated General Government"
"IG","Government Expenditure","214","Dominican Republic","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2019","2019","million USD","323.98","consolidated General Government"
"IG","Government Expenditure","214","Dominican Republic","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2020","2020","million USD","361.04","consolidated General Government"
"IG","Government Expenditure","214","Dominican Republic","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2021","2021","million USD","431.69","consolidated General Government"
"IG","Government Expenditure","214","Dominican Republic","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2022","2022","million USD","592.83","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2002","2002","million USD","1206.31","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2003","2003","million USD","918.67","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2004","2004","million USD","936.7","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2005","2005","million USD","808.12","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2006","2006","million USD","819.27","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2007","2007","million USD","1034.17","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2008","2008","million USD","1112.75","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2009","2009","million USD","1251.86","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2010","2010","million USD","1386.18","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2011","2011","million USD","1410.46","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2012","2012","million USD","1879.77","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2013","2013","million USD","1903.99","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2014","2014","million USD","1777.58","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2015","2015","million USD","1657.34","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2016","2016","million USD","1271.47","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2017","2017","million USD","737.41","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2018","2018","million USD","938.63","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2019","2019","million USD","1005.15","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2020","2020","million USD","1298.67","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2021","2021","million USD","1527.88","consolidated General Government"
"IG","Government Expenditure","818","Egypt","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2022","2022","million USD","1626.48","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2001","2001","million USD","71","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2002","2002","million USD","45.8","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2003","2003","million USD","23.5","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2004","2004","million USD","50.4","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2005","2005","million USD","34.6","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2006","2006","million USD","31","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2007","2007","million USD","44.2","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2008","2008","million USD","50.8","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2009","2009","million USD","90.9","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2010","2010","million USD","69.9","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2011","2011","million USD","53.9","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2012","2012","million USD","61.8","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2013","2013","million USD","75.1","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2014","2014","million USD","82.9","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2015","2015","million USD","80.3","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2016","2016","million USD","48.4","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2017","2017","million USD","74.8","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2018","2018","million USD","94","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2019","2019","million USD","74.6","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2020","2020","million USD","92.9","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2021","2021","million USD","100.4","consolidated General Government"
"IG","Government Expenditure","222","El Salvador","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2022","2022","million USD","149.6","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2001","2001","million USD","46.01","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2002","2002","million USD","60.09","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2003","2003","million USD","83.45","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2004","2004","million USD","83.85","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2005","2005","million USD","77.09","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2006","2006","million USD","100.16","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2007","2007","million USD","175.57","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2008","2008","million USD","178.93","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2009","2009","million USD","224.47","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2010","2010","million USD","119","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2011","2011","million USD","150.27","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2012","2012","million USD","149.3","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2013","2013","million USD","174.07","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2014","2014","million USD","134.13","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2015","2015","million USD","116.67","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2016","2016","million USD","125.88","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2017","2017","million USD","149.12","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2018","2018","million USD","149.86","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2019","2019","million USD","137.25","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2020","2020","million USD","128.95","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2021","2021","million USD","151.27","consolidated General Government"
"IG","Government Expenditure","233","Estonia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2022","2022","million USD","147.23","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2001","2001","million USD","1456.81","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2002","2002","million USD","1591.45","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2003","2003","million USD","1948.01","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2004","2004","million USD","2181.62","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2005","2005","million USD","2345.42","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2006","2006","million USD","2465.06","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2007","2007","million USD","2574.46","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2008","2008","million USD","2714.32","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2009","2009","million USD","2603.34","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2010","2010","million USD","2560.11","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2011","2011","million USD","2766.37","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2012","2012","million USD","2424.53","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2013","2013","million USD","2375.33","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2014","2014","million USD","2325.76","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2015","2015","million USD","1788.92","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2016","2016","million USD","1787.54","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2017","2017","million USD","1797.32","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2018","2018","million USD","1921.41","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2019","2019","million USD","1858.33","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2020","2020","million USD","1983.99","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2021","2021","million USD","1869.91","consolidated General Government"
"IG","Government Expenditure","246","Finland","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2022","2022","million USD","1828.76","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2001","2001","million USD","4870.65","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2002","2002","million USD","5600.67","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2003","2003","million USD","6709.67","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2004","2004","million USD","8715.3","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2005","2005","million USD","9167.79","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2006","2006","million USD","9556.66","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2007","2007","million USD","10317.02","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2008","2008","million USD","11254.26","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2009","2009","million USD","11344.13","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2010","2010","million USD","11182.12","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2011","2011","million USD","11040.44","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2012","2012","million USD","5760.04","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2013","2013","million USD","5526.06","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2014","2014","million USD","6116.24","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2015","2015","million USD","6235.17","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2016","2016","million USD","5451.12","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2017","2017","million USD","6124","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2018","2018","million USD","6423.21","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2019","2019","million USD","5816.79","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2020","2020","million USD","5859.47","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2021","2021","million USD","7059.78","consolidated General Government"
"IG","Government Expenditure","250","France","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2022","2022","million USD","6968.02","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2001","2001","million USD","8.1","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2002","2002","million USD","8.47","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2003","2003","million USD","7.46","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2004","2004","million USD","16.54","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2005","2005","million USD","28.58","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2006","2006","million USD","41.79","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2007","2007","million USD","40.29","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2008","2008","million USD","57.89","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2009","2009","million USD","45.32","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2010","2010","million USD","20.48","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2011","2011","million USD","23.9","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2012","2012","million USD","140.44","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2013","2013","million USD","123.43","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2014","2014","million USD","178.74","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2015","2015","million USD","127.92","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2016","2016","million USD","112.14","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2017","2017","million USD","95.83","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2018","2018","million USD","91.87","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2019","2019","million USD","120.43","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2020","2020","million USD","149.11","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2021","2021","million USD","173.45","consolidated General Government"
"IG","Government Expenditure","268","Georgia","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2022","2022","million USD","249.4","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2001","2001","million USD","6329.25","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2002","2002","million USD","6379.93","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2003","2003","million USD","6895.9","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2004","2004","million USD","8115.57","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2005","2005","million USD","6479.13","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2006","2006","million USD","7022.6","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2007","2007","million USD","8158.63","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2008","2008","million USD","7990.63","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2009","2009","million USD","6995.97","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2010","2010","million USD","7737.29","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2011","2011","million USD","8556.27","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2012","2012","million USD","7342.99","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2013","2013","million USD","7436.67","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2014","2014","million USD","8473.85","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2015","2015","million USD","6485.82","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2016","2016","million USD","6653.5","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2017","2017","million USD","7232.22","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2018","2018","million USD","8019.86","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2019","2019","million USD","7498.24","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2020","2020","million USD","6702.41","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2021","2021","million USD","7367.29","consolidated General Government"
"IG","Government Expenditure","276","Germany","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2022","2022","million USD","6796.61","consolidated General Government"
"IG","Government Expenditure","300","Greece","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2001","2001","million USD","170.02","consolidated General Government"
"IG","Government Expenditure","300","Greece","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2002","2002","million USD","225.87","consolidated General Government"
"IG","Government Expenditure","300","Greece","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2003","2003","million USD","802.45","consolidated General Government"
"IG","Government Expenditure","300","Greece","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2004","2004","million USD","694.1","consolidated General Government"
"IG","Government Expenditure","300","Greece","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2005","2005","million USD","397.95","consolidated General Government"
"IG","Government Expenditure","300","Greece","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2006","2006","million USD","130.47","consolidated General Government"
"IG","Government Expenditure","300","Greece","6110","Value US$","23131","Agriculture, forestry, fishing (General Government)","2007","2007","million USD","350.38","consolidated General Government"
